股票代號,產業名稱
6114,電子–電子零組件
6115,電子–電子零組件
6116,電子–光電
6117,電子–電腦及週邊設備
6118,電子–電子通路
6119,
6120,電子–光電
6121,電子–電腦及週邊設備
6122,電機機械
6123,電子–資訊服務
6124,電子–電子零組件
6125,電子–光電
6126,電子–電子零組件
6127,電子–電子零組件
6128,電子–電腦及週邊設備
6129,電子–半導體
6130,生技醫療
6131,
6132,
6133,電子–電子零組件
6134,電子–電子零組件
6136,電子–通信網路
6137,
6138,電子–半導體
6139,電子–其他電子
6140,電子–資訊服務
6141,電子–電子零組件
6142,電子–通信網路
6143,電子–通信網路
6144,文化創意
6145,
6146,電子–其他電子
6147,電子–半導體
6148,電子–資訊服務
6149,
6150,電子–電腦及週邊設備
6151,電子–其他電子
6152,電子–通信網路
6153,電子–電子零組件
6154,電子–電子通路
6155,電子–電子零組件
6156,電子–電子零組件
6157,
6158,電子–電子零組件
6159,
6160,電子–電腦及週邊設備
6161,電子–電腦及週邊設備
6162,
6163,電子–通信網路
6164,電子–光電
6165,數位雲端
6166,電子–電腦及週邊設備
6167,電子–光電
6168,電子–光電
6169,文化創意
6170,電子–通信網路
6171,建材營建
6172,
6173,電子–電子零組件
6174,電子–電子零組件
6175,電子–電子零組件
6176,電子–光電
6177,建材營建
6178,
6179,其他
6180,文化創意
6181,
6182,電子–半導體
6183,電子–資訊服務
6184,其他
6185,電子–電子零組件
6186,建材營建
6187,電子–其他電子
6188,電子–電腦及週邊設備
6189,電子–電子通路
6190,電子–通信網路
6191,電子–電子零組件
6192,電子–其他電子
6193,
6194,電子–電子零組件
6195,居家生活
6196,電子–其他電子
6197,電子–電子零組件
6198,建材營建
6199,其他
6201,電子–其他電子
6202,電子–半導體
6203,電子–電子零組件
6204,電子–電子零組件
6205,電子–電子零組件
6206,電子–電腦及週邊設備
6207,電子–電子零組件
6208,電子–電子零組件
6209,電子–光電
6210,電子–電子零組件
6212,建材營建
6213,電子–電子零組件
6214,電子–資訊服務
6215,電子–其他電子
6216,電子–通信網路
6217,電子–電子零組件
6218,電子–通信網路
6219,建材營建
6220,電子–電子零組件
6221,電子–資訊服務
6222,電子–光電
6223,電子–半導體
6224,電子–電子零組件
6225,電子–光電
6226,電子–光電
6227,電子–電子通路
6228,電子–電腦及週邊設備
6229,電子–半導體
6230,電子–電腦及週邊設備
6231,電子–資訊服務
6232,
6233,電子–半導體
6234,電子–光電
6235,電子–電腦及週邊設備
6236,其他
6237,電子–半導體
6238,
6239,電子–半導體
6240,其他
6241,電子–通信網路
6242,生技醫療
6243,電子–半導體
6244,電子–光電
6245,電子–通信網路
6246,電子–光電
6247,
6248,鋼鐵工業
6251,
6255,
6257,電子–半導體
6259,電子–電子零組件
6261,電子–半導體
6262,
6263,電子–通信網路
6264,建材營建
6265,電子–電子通路
6266,電子–電子零組件
6269,電子–電子零組件
6270,電子–電子通路
6271,電子–半導體
6274,電子–電子零組件
6275,電子–電子零組件
6276,電子–電腦及週邊設備
6277,電子–電腦及週邊設備
6278,電子–光電
6279,電子–電子零組件
6280,
6281,電子–電子通路
6282,電子–電子零組件
6283,電子–其他電子
6284,電子–電子零組件
6285,電子–通信網路
6286,
6287,電子–半導體
6288,汽車工業
6289,
6290,電子–電子零組件
6291,電子–半導體
6292,電子–電子零組件
6294,文化創意
6298,
6401,
6402,
6404,
6405,電子–光電
6409,電子–其他電子
6411,電子–半導體
6412,電子–電子零組件
6414,電子–電腦及週邊設備
6415,電子–半導體
6416,電子–通信網路
6417,電子–通信網路
6418,電子–電子零組件
6419,電子–光電
6422,
6425,電機機械
6426,電子–通信網路
6431,生技醫療
6432,電子–電子零組件
6435,電子–半導體
6438,電子–其他電子
6441,電子–電腦及週邊設備
6442,電子–通信網路
6443,電子–光電
6446,生技醫療
6449,電子–電子零組件
6451,電子–半導體
6452,
6456,電子–光電
6457,
6461,生技醫療
6462,電子–半導體
6464,其他
6465,電子–通信網路
6469,生技醫療
6470,電子–通信網路
6472,生技醫療
6477,電子–光電
6482,文化創意
6485,電子–半導體
6486,電子–通信網路
6488,電子–半導體
6491,生技醫療
6492,生技醫療
6494,電子–半導體
6496,生技醫療
6497,
6499,生技醫療
6502,
6504,其他
6505,油電燃氣
6506,紡織纖維
6508,農業科技
6509,化學工業
6510,電子–半導體
6512,電子–其他電子
6514,
6515,電子–半導體
6516,電子–資訊服務
6517,電子–光電
6523,生技醫療
6525,電子–半導體
6526,電子–半導體
6527,生技醫療
6530,電子–通信網路
6531,電子–半導體
6532,電子–半導體
6533,電子–半導體
6535,生技醫療
6538,電子–電子零組件
6541,生技醫療
6542,文化創意
6546,電子–通信網路
6547,生技醫療
6548,電子–半導體
6550,生技醫療
6552,電子–半導體
6554,
6556,電子–光電
6558,電子–其他電子
6560,電子–光電
6561,電子–通信網路
6568,電子–半導體
6569,生技醫療
6570,電子–電腦及週邊設備
6573,電子–半導體
6574,生技醫療
6576,生技醫療
6577,電子–電腦及週邊設備
6578,農業科技
6579,電子–電腦及週邊設備
6581,綠能環保
6582,橡膠工業
6584,電子–電子零組件
6585,其他
6588,電子–通信網路
6589,生技醫療
6590,電子–資訊服務
6591,電子–電腦及週邊設備
6592,其他
6593,電子–資訊服務
6594,
6596,文化創意
6598,生技醫療
6603,電機機械
6605,汽車工業
6606,電機機械
6609,電機機械
6612,生技醫療
6613,電子–其他電子
6615,生技醫療
6616,居家生活
6617,生技醫療
6624,綠能環保
6625,其他
6629,居家生活
6637,生技醫療
6640,電子–半導體
6641,綠能環保
6642,電子–電子零組件
6643,電子–半導體
6649,生技醫療
6651,電子–半導體
6654,電子–其他電子
6655,其他
6657,生技醫療
6658,電子–其他電子
6661,生技醫療
6662,生技醫療
6664,電子–電子零組件
6666,生技醫療
6667,電子–其他電子
6668,電子–光電
6669,電子–電腦及週邊設備
6670,運動休閒
6671,居家生活
6672,電子–電子零組件
6674,電子–通信網路
6679,電子–半導體
6680,電子–電腦及週邊設備
6683,電子–半導體
6684,電子–半導體
6689,數位雲端
6690,數位雲端
6691,電子–其他電子
6692,綠能環保
6693,電子–半導體
6695,電子–半導體
6697,電子–資訊服務
6698,電子–其他電子
6702,
6703,生技醫療
6706,電子–光電
6708,電子–半導體
6712,生技醫療
6715,電子–電子零組件
6716,電子–半導體
6719,電子–半導體
6720,電子–半導體
6721,其他
6727,電子–電子零組件
6728,居家生活
6732,電子–半導體
6733,生技醫療
6735,電子–其他電子
6739,電子–其他電子
6741,數位雲端
6742,電子–光電
6743,電子–其他電子
6747,生技醫療
6751,電子–資訊服務
6752,電子–資訊服務
6753,航運業
6754,居家生活
6756,電子–半導體
6757,航運業
6761,電子–電子零組件
6762,生技醫療
6763,數位雲端
6767,生技醫療
6768,運動休閒
6770,電子–半導體
6776,電子–電子通路
6781,電子–電子零組件
6782,生技醫療
6785,生技醫療
6788,電子–半導體
6789,電子–半導體
6790,造紙工業
6791,電子–資訊服務
6792,電子–通信網路
6796,生技醫療
6799,電子–半導體
6803,綠能環保
6804,運動休閒
6805,電子–電子零組件
6806,綠能環保
6807,居家生活
6811,數位雲端
6821,電子–電子零組件
6823,電子–半導體
6829,電機機械
6830,電子–其他電子
6834,電子–電子零組件
6835,電子–電子零組件
6838,生技醫療
6840,電子–其他電子
6841,生技醫療
6843,電機機械
6844,生技醫療
6846,食品工業
6855,電子–其他電子
6856,文化創意
6859,電子–光電
6861,生技醫療
6862,電子–電子零組件
6863,電子–通信網路
6865,數位雲端
6869,綠能環保
6870,數位雲端
6872,生技醫療
6873,綠能環保
6874,電子–資訊服務
6875,生技醫療
6877,電子–其他電子
6881,其他
6885,生技醫療
6887,綠能環保
6890,運動休閒
6894,綠能環保
6895,電子–半導體
6899,電子–光電
6901,其他
6903,電子–其他電子
6904,其他
6906,數位雲端
6913,電子–電子零組件
6914,其他
6916,電子–光電
6919,生技醫療
6922,電子–電腦及週邊設備
6923,綠能環保
6928,電子–電腦及週邊設備
6929,生技醫療
6931,生技醫療
6933,電子–電腦及週邊設備
6937,電子–半導體
6952,其他
6953,電子–半導體
6957,其他
6958,其他
6962,電子–半導體
6965,運動休閒
6967,電子–電子零組件
6968,居家生活
6982,電機機械
6994,綠能環保
6996,電子–半導體
6997,數位雲端
7402,電子–光電
7556,電子–半導體
7584,文化創意
7703,電子–其他電子
7704,電子–半導體
7705,觀光餐旅
7708,觀光餐旅
7709,電機機械
7712,電子–半導體
7713,生技醫療
7714,數位雲端
7715,綠能環保
7718,鋼鐵工業
7722,數位雲端
7728,電子–其他電子
7732,汽車工業
7734,電子–半導體
7736,汽車工業
8002,
8007,
8008,
8009,
8010,
8011,電子–通信網路
8012,
8014,
8016,電子–半導體
8017,
8021,電子–其他電子
8024,電子–半導體
8027,電機機械
8028,電子–半導體
8032,電子–電子通路
8033,其他
8034,電子–通信網路
8038,電子–電子零組件
8039,電子–電子零組件
8040,電子–半導體
8042,電子–電子零組件
8043,電子–電子零組件
8044,數位雲端
8045,電子–通信網路
8046,電子–電子零組件
8047,電子–其他電子
8048,電子–通信網路
8049,電子–光電
8050,電子–電腦及週邊設備
8054,電子–半導體
8059,電子–通信網路
8064,電子–光電
8066,居家生活
8067,電子–電子通路
8068,電子–電子通路
8069,電子–光電
8070,電子–電子通路
8071,電子–電子零組件
8072,電子–電子通路
8074,電子–電子零組件
8076,電子–電腦及週邊設備
8077,觀光餐旅
8078,
8079,
8080,建材營建
8081,電子–半導體
8083,電機機械
8084,電子–電子通路
8085,電子–其他電子
8086,電子–半導體
8087,綠能環保
8088,電子–半導體
8089,電子–通信網路
8091,電子–半導體
8092,電子–其他電子
8093,電子–電子零組件
8096,電子–電子通路
8097,電子–通信網路
8099,電子–資訊服務
8101,電子–通信網路
8103,電子–電子零組件
8104,電子–光電
8105,電子–光電
8107,電機機械
8109,電子–電子零組件
8110,電子–半導體
8111,電子–光電
8112,電子–電子通路
8114,電子–電腦及週邊設備
8121,電子–電子零組件
8131,電子–半導體
8147,電子–電子零組件
8150,電子–半導體
8155,電子–電子零組件
8163,電子–電腦及週邊設備
8171,綠能環保
8176,電子–通信網路
8182,電子–電子零組件
8183,電子–其他電子
8199,
8201,電子–其他電子
8210,電子–電腦及週邊設備
8213,電子–電子零組件
8215,電子–光電
8222,電機機械
8227,電子–半導體
8234,電子–電腦及週邊設備
8240,電子–光電
8249,電子–電子零組件
8255,電機機械
8261,電子–半導體
8266,
8271,電子–半導體
8272,電子–資訊服務
8277,電子–半導體
8279,生技醫療
8284,電子–資訊服務
8287,
8289,電子–電子零組件
8291,電子–電子零組件
8299,電子–半導體
8303,
8341,綠能環保
8342,其他
8349,鋼鐵工業
8354,其他
8358,電子–電子零組件
8367,航運業
8374,電機機械
8382,
8383,電子–其他電子
8390,綠能環保
8401,其他
8403,生技醫療
8404,其他
8406,
8409,生技醫療
8410,電子–電腦及週邊設備
8411,其他
8415,鋼鐵工業
8416,電子–資訊服務
8418,
8420,
8421,其他
8422,綠能環保
8423,綠能環保
8424,建材營建
8426,其他
8427,
8429,貿易百貨
8431,電子–其他電子
8432,生技醫療
8433,居家生活
8435,其他
8436,生技醫療
8437,其他
8438,綠能環保
8440,綠能環保
8442,其他
8443,貿易百貨
8444,其他
8446,文化創意
8450,文化創意
8454,數位雲端
8455,電子–其他電子
8462,運動休閒
8463,其他
8464,居家生活
8466,其他
8467,運動休閒
8472,數位雲端
8473,綠能環保
8476,綠能環保
8477,數位雲端
8478,運動休閒
8480,
8481,其他
8482,居家生活
8488,其他
8489,其他
8497,
8499,電子–其他電子
8701,
8702,
8704,
8705,
8706,
8707,
8708,
8709,
8710,
8711,
8712,
8713,
8714,
8715,
8716,
8717,
8718,
8719,
8720,
8721,
8722,
8723,
8724,
8725,
8905,其他
8906,其他
8907,
8908,油電燃氣
8910,
8913,
8916,其他
8917,油電燃氣
8921,其他
8923,文化創意
8924,運動休閒
8926,油電燃氣
8927,油電燃氣
8928,運動休閒
8929,其他
8930,鋼鐵工業
8931,油電燃氣
8932,其他
8933,運動休閒
8934,
8935,其他
8936,其他
8937,其他
8938,運動休閒
8940,觀光餐旅
8941,居家生活
8942,其他
8996,電機機械
910069,
9101,
9102,
9103,存託憑證
910322,存託憑證
9104,
910482,
9105,存託憑證
910579,
9106,
910708,
910801,
910861,存託憑證
910948,
9110,存託憑證
911201,
911602,
911606,
911608,存託憑證
911609,
911610,
911611,
911612,
911613,
911616,
911619,
911622,存託憑證
911626,
911868,存託憑證
912000,存託憑證
912398,
9136,存託憑證
913889,
9151,
9157,
916665,
9188,
9801,
9802,運動休閒
9902,其他
9903,
9904,運動休閒
9905,其他
9906,建材營建
9907,其他
9908,油電燃氣
9910,運動休閒
9911,居家生活
9912,電子–電腦及週邊設備
9913,
9914,運動休閒
9915,
9917,其他
9918,油電燃氣
9919,其他
9921,運動休閒
9922,
9924,居家生活
9925,其他
9926,油電燃氣
9927,其他
9928,其他
9929,其他
9930,綠能環保
9931,油電燃氣
9932,
9933,其他
9934,居家生活
9935,居家生活
9936,
9937,油電燃氣
9938,其他
9939,其他
9940,其他
9941,其他
9942,其他
9943,觀光餐旅
9944,其他
9945,其他
9946,建材營建
9949,文化創意
9950,塑膠工業
9951,電機機械
9955,綠能環保
9958,鋼鐵工業
9960,運動休閒
9962,鋼鐵工業
